10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,22,25,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,1,27,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,9,7,5,20,21,8,2,3,14,25,13,22,11,23,10,0,27,26,15,24,12,18,26,15,24,12,0,19,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,19,1,27,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,21,20,8,2,3,25,14,11,22,13,23,11,14,22,25,13,23,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,25,13,11,22,23,10,0,19,1,27,6,16,4,7,9,5,21,20,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,26,15,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,25,22,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,19,0,1,27,26,15,24,12,18,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,12,18,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,25,23,13,10,0,19,1,27,26,15,24,12,18,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,7,9,5,20,21,8,26,15,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,21,9,20,8,2,3,14,11,22,23,25,13,6,16,4,14,25,13,11,22,23,7,5,21,9,20,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,21,20,8,2,3,14,11,22,25,13,23,10,0,19,1,27,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,21,9,20,8,2,3,14,25,13,11,22,23,10,27,26,15,24,12,18,6,26,15,24,18,12,26,15,24,0,19,1,26,15,24,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,23,25,13,10,0,19,1,27,18,6,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,26,15,24,12,18,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,22,25,13,23,10,0,19,1,27,26,15,24,12,18,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,19,1,27,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,25,13,11,22,23,6,16,4,14,25,13,11,22,23,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,22,25,13,23,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,16,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,11,14,22,25,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,21,9,20,8,2,3,11,14,25,22,23,13,6,11,22,23,14,25,13,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,13,22,23,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,25,23,13,10,0,19,1,27,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,9,7,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,26,15,24,12,18,12,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,21,9,20,8,2,3,11,22,23,14,25,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,26,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,25,22,13,23,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,22,23,25,13,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,9,20,8,7,5,21,2,3,14,25,13,11,22,23,10,0,19,1,27,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,25,23,13,7,9,5,20,21,8,10,0,19,1,27,26,15,24,12,26,15,24,18,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,22,25,23,13,10,0,19,1,27,26,15,24,12,18,26,15,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,25,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,14,11,22,25,23,13,10,0,19,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,9,5,20,21,8,2,3,11,14,22,25,23,13,6,11,14,22,25,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
