7,5,12,10,6,9,-1,-1,-1,-1,-1
5,12,7,6,0,9,-1,-1,-1,-1,-1
6,5,12,10,-1,-1,-1,-1,-1,-1,-1
7,12,10,6,0,9,5,-1,-1,-1,-1
7,8,7,5,12,10,6,0,9,-1,-1
7,5,12,10,0,9,-1,-1,-1,-1,-1
7,5,12,10,6,9,-1,-1,-1,-1,-1
7,12,10,6,0,9,-1,-1,-1,-1,-1
12,10,0,9,4,3,5,6,-1,-1,-1
12,10,6,0,9,-1,-1,-1,-1,-1,-1
7,10,12,9,6,0,5,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
12,10,5,6,0,9,-1,-1,-1,-1,-1
7,5,10,6,0,9,-1,-1,-1,-1,-1
7,5,12,10,6,0,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,12,10,12,5,-1,-1,-1,-1,-1,-1
5,12,10,6,0,9,2,-1,-1,-1,-1
5,12,10,0,9,-1,-1,-1,-1,-1,-1
7,6,0,9,5,12,10,-1,-1,-1,-1
7,5,0,9,-1,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
12,10,6,0,9,-1,-1,-1,-1,-1,-1
7,6,0,-1,-1,-1,-1,-1,-1,-1,-1
7,10,5,-1,-1,-1,-1,-1,-1,-1,-1
5,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,12,10,6,0,9,-1,-1,-1,-1,-1
6,0,9,5,12,-1,-1,-1,-1,-1,-1
7,5,10,6,0,9,12,-1,-1,-1,-1
3,5,12,10,6,0,-1,-1,-1,-1,-1
7,10,6,0,9,5,-1,-1,-1,-1,-1
7,5,12,10,6,0,-1,-1,-1,-1,-1
7,5,1,12,10,6,0,9,-1,-1,-1
7,12,10,6,0,9,-1,-1,-1,-1,-1
5,12,10,6,0,9,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
5,12,10,6,0,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,10,5,12,10,6,9,-1,-1,-1,-1
0,5,10,9,-1,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,5,10,9,-1,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,-1,-1,-1,-1,-1
7,5,10,12,6,0,9,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,12,10,6,0,9,-1,-1,-1,-1,-1
7,12,10,6,9,-1,-1,-1,-1,-1,-1
7,5,12,10,6,9,-1,-1,-1,-1,-1
11,7,5,12,10,9,-1,-1,-1,-1,-1
5,10,6,0,9,-1,-1,-1,-1,-1,-1
7,5,10,0,9,-1,-1,-1,-1,-1,-1
7,5,10,6,0,9,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,12,10,6,0,9,-1,-1,-1,-1,-1
7,5,12,10,6,9,-1,-1,-1,-1,-1
7,5,6,0,9,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,9,-1,-1,-1,-1
7,10,6,0,9,-1,-1,-1,-1,-1,-1
7,5,12,10,6,0,-1,-1,-1,-1,-1
7,9,5,-1,-1,-1,-1,-1,-1,-1,-1
5,12,10,6,0,9,-1,-1,-1,-1,-1
